"","fm_1","fm_2","fm_3","m_4","m_5","m_6"
"WBGene00008561",4,1,1,4,3,4
"WBGene00009784",3,6,2,3,4,1
"WBGene00009783",3,5,4,5,6,7
"WBGene00009785",0,0,0,1,0,3
"WBGene00009778",0,0,0,1,0,0
"WBGene00003544",0,0,0,0,0,0
"WBGene00009779",0,0,0,0,0,0
"WBGene00009780",0,0,0,0,0,1
"WBGene00009782",0,0,0,0,0,1
"WBGene00009781",0,1,0,1,0,1
"WBGene00011767",2,1,1,7,6,6
"WBGene00011768",0,1,2,3,4,5
"WBGene00044062",0,0,0,1,2,4
"WBGene00011578",0,0,0,1,0,0
"WBGene00011579",0,0,1,1,1,1
"WBGene00004355",5,11,10,4,3,5
"WBGene00045407",0,2,0,0,1,0
"WBGene00011580",11,9,4,4,3,3
"WBGene00002251",11,8,10,7,3,3
"WBGene00007179",0,0,0,0,0,0
"WBGene00007180",0,1,0,0,0,1
"WBGene00007178",0,0,0,1,1,0
"WBGene00000378",14,26,25,14,10,8
"WBGene00011883",4,0,2,3,0,1
"WBGene00011884",42,45,48,53,61,46
"WBGene00011885",13,7,10,7,3,2
"WBGene00011887",2,4,4,0,1,2
"WBGene00011886",7,9,4,2,1,2
"WBGene00011888",0,0,0,0,0,0
"WBGene00007690",2,4,1,3,4,1
"WBGene00000286",1,0,0,0,2,1
"WBGene00007684",1,7,5,6,6,8
"WBGene00007683",5,5,4,4,5,7
"WBGene00004105",6,4,3,0,5,1
"WBGene00007685",4,1,3,1,0,1
"WBGene00007686",6,3,11,4,8,4
"WBGene00007687",0,0,0,0,0,0
"WBGene00007688",0,0,0,12,6,11
"WBGene00007689",1,2,0,3,4,1
"WBGene00003870",7,0,4,2,0,3
"WBGene00009711",1,0,1,1,3,2
"WBGene00009712",3,10,6,8,9,5
"WBGene00009713",2,0,0,0,0,0
"WBGene00006514",5,5,2,1,3,0
"WBGene00009714",0,0,0,1,2,2
"WBGene00009715",0,0,0,0,0,0
"WBGene00009716",0,0,0,0,0,0
"WBGene00009717",1,0,0,0,0,1
"WBGene00009504",0,0,0,0,1,0
"WBGene00001527",3,3,4,8,4,3
"WBGene00009505",2,7,0,4,0,3
"WBGene00011980",16,15,9,6,0,15
"WBGene00011976",6,7,2,1,1,0
"WBGene00004446",40,40,27,35,22,10
"WBGene00011977",1,5,0,4,2,2
"WBGene00011978",4,1,1,0,1,1
"WBGene00011979",1,0,0,8,5,7
"WBGene00001950",0,0,0,0,0,0
"WBGene00007421",1,2,0,0,0,0
"WBGene00000532",6,8,6,2,1,0
"WBGene00012000",5,7,2,4,1,4
"WBGene00012003",0,0,0,0,1,0
"WBGene00012004",1,5,2,1,1,1
"WBGene00001041",4,2,3,0,2,0
"WBGene00012002",2,3,3,1,1,3
"WBGene00012005",0,1,0,2,3,2
"WBGene00007633",0,1,0,2,2,1
"WBGene00195143",0,0,0,0,0,0
"WBGene00195144",0,0,0,0,0,0
"WBGene00012421",0,2,0,0,1,3
"WBGene00012322",0,0,0,0,0,2
"WBGene00000654",0,0,0,0,0,0
"WBGene00012323",0,0,0,0,0,0
"WBGene00012324",1,2,0,2,0,4
"WBGene00012325",0,0,0,0,0,0
"WBGene00011966",3,5,2,4,2,3
"WBGene00011965",11,4,10,4,1,2
"WBGene00001061",6,3,8,1,1,0
"WBGene00004752",2,5,4,4,3,0
"WBGene00011967",4,2,2,2,2,0
"WBGene00006367",0,0,0,3,2,3
"WBGene00006659",0,0,0,3,2,3
"WBGene00002299",2,1,0,0,0,0
"WBGene00014210",0,0,1,0,0,0
"WBGene00014208",4,3,4,8,6,4
"WBGene00014209",6,1,3,3,0,2
"WBGene00004174",0,1,1,0,0,0
"WBGene00001761",1,1,0,4,2,2
"WBGene00012032",0,0,0,0,0,0
"WBGene00012033",4,6,7,1,8,5
"WBGene00012035",0,0,0,0,0,0
"WBGene00012034",0,0,0,2,3,0
"WBGene00044006",0,0,0,0,0,0
"WBGene00000170",2,4,1,2,5,2
"WBGene00007224",0,0,0,1,0,2
"WBGene00007225",5,8,7,0,0,0
"WBGene00007226",2,0,3,1,0,1
"WBGene00007227",10,11,12,5,1,1
"WBGene00006510",8,3,4,1,4,1
"WBGene00007228",0,1,0,1,0,4
"WBGene00007229",0,0,0,0,0,1
"WBGene00000289",3,3,3,1,0,0
"WBGene00008403",1,0,0,0,0,0
"WBGene00008402",3,2,1,1,2,1
"WBGene00004286",2,2,1,1,0,0
"WBGene00006520",0,2,0,0,0,0
"WBGene00001134",8,9,7,3,5,4
"WBGene00008404",0,5,0,2,1,1
"WBGene00001229",10,6,6,3,7,5
"WBGene00004744",3,3,3,1,1,2
"WBGene00008405",1,11,3,5,3,5
"WBGene00009626",3,7,1,4,3,2
"WBGene00006433",12,4,11,18,12,9
"WBGene00009627",4,1,1,1,1,1
"WBGene00003196",8,4,6,3,1,5
"WBGene00007374",0,0,0,0,0,0
"WBGene00007375",0,0,0,0,0,1
"WBGene00175031",0,0,0,0,0,0
"WBGene00044169",0,0,0,0,0,1
"WBGene00005271",0,0,0,1,0,0
"WBGene00007377",0,0,0,0,0,0
"WBGene00007378",0,0,0,0,0,2
"WBGene00013091",0,0,0,0,1,1
"WBGene00206481",0,0,0,0,0,0
"WBGene00013090",0,0,0,0,0,0
"WBGene00013089",0,0,0,0,1,0
"WBGene00013088",0,0,0,0,0,0
"WBGene00013087",0,0,0,2,4,3
"WBGene00013085",0,0,0,2,4,1
"WBGene00013086",0,0,0,0,0,0
"WBGene00014813",0,1,0,4,2,3
"WBGene00006429",0,0,0,0,0,0
"WBGene00010941",3,3,4,0,1,0
"WBGene00010942",4,5,5,2,3,1
"WBGene00010943",0,0,0,2,4,5
"WBGene00303071",0,0,0,0,0,0
"WBGene00010947",1,2,0,0,0,1
"WBGene00010946",0,0,0,17,11,13
"WBGene00010944",0,0,0,0,0,0
"WBGene00002199",0,1,1,0,0,0
"WBGene00002200",0,0,0,2,0,0
"WBGene00010945",1,0,0,0,0,0
"WBGene00011159",0,0,0,0,0,0
"WBGene00011158",0,0,0,0,0,0
"WBGene00011157",0,0,0,0,0,0
"WBGene00011169",0,0,0,0,0,0
"WBGene00011161",0,0,0,0,0,0
"WBGene00011168",0,0,0,0,0,0
"WBGene00011162",0,0,0,0,0,0
"WBGene00011170",0,0,0,0,0,0
"WBGene00011164",0,0,0,0,0,0
"WBGene00011166",0,0,1,0,0,0
"WBGene00011167",0,0,1,0,0,0
"WBGene00044807",0,0,0,0,0,0
"WBGene00011846",0,0,0,0,0,0
"WBGene00011847",0,0,0,0,0,0
"WBGene00011848",0,0,0,0,0,0
"WBGene00045414",0,0,0,0,0,0
"WBGene00011849",0,0,2,1,2,0
"WBGene00001530",0,0,0,0,0,0
"WBGene00001528",0,0,0,0,0,0
"WBGene00007080",0,0,0,3,1,2
"WBGene00007081",0,0,0,4,0,0
"WBGene00005027",0,0,0,0,0,0
"WBGene00219290",0,0,0,0,0,0
"WBGene00003231",25,22,14,0,1,1
"WBGene00005028",0,0,0,0,0,0
"WBGene00005035",0,0,0,0,0,0
"WBGene00005034",0,0,0,0,0,0
"WBGene00005029",0,0,0,0,0,0
"WBGene00005030",0,0,0,0,0,0
"WBGene00005033",0,0,0,0,0,0
"WBGene00005032",0,0,0,0,0,0
"WBGene00219291",0,0,0,0,0,0
"WBGene00009446",0,0,0,0,0,1
"WBGene00009447",0,0,0,1,0,0
"WBGene00009448",4,3,2,1,1,0
"WBGene00009449",0,0,0,0,2,3
"WBGene00001368",0,0,1,1,1,0
"WBGene00006938",0,0,0,0,0,0
"WBGene00009450",1,1,5,3,3,4
"WBGene00008456",2,2,1,0,1,0
"WBGene00008455",2,1,3,0,1,0
"WBGene00006473",0,0,2,0,0,2
"WBGene00004050",6,4,4,0,1,0
"WBGene00008457",2,4,1,1,1,0
"WBGene00008458",2,1,1,0,1,0
"WBGene00008459",0,1,0,0,1,1
"WBGene00003618",1,0,0,0,1,0
"WBGene00011791",0,0,0,0,0,0
"WBGene00011790",0,0,0,2,0,1
"WBGene00011789",0,0,0,1,2,1
"WBGene00001952",0,0,0,0,0,1
"WBGene00011788",1,1,0,1,1,1
"WBGene00001038",6,11,11,21,14,14
"WBGene00014249",5,6,3,10,8,6
"WBGene00014248",0,0,0,0,0,0
"WBGene00001510",10,4,6,1,0,4
"WBGene00005026",2,1,1,0,0,0
"WBGene00014250",3,2,2,1,0,3
"WBGene00014247",0,0,0,3,5,4
"WBGene00014246",0,0,0,3,1,3
"WBGene00014245",0,0,0,0,0,0
"WBGene00014244",2,0,1,1,2,2
"WBGene00014251",2,1,0,3,4,4
"WBGene00014252",1,1,3,13,9,16
"WBGene00014253",3,2,7,9,10,12
"WBGene00014254",0,0,0,0,0,0
"WBGene00014255",0,0,0,0,0,0
"WBGene00014259",0,0,0,1,0,0
"WBGene00006390",3,1,1,2,1,2
"WBGene00014256",2,1,1,0,0,0
"WBGene00000180",1,1,0,0,0,0
"WBGene00044007",1,0,0,0,0,0
"WBGene00014258",2,4,5,5,6,10
"WBGene00003749",0,0,2,2,1,0
"WBGene00044158",0,0,0,1,0,0
"WBGene00013142",0,0,0,1,1,2
"WBGene00013140",2,4,2,2,3,2
"WBGene00175030",2,1,2,1,0,1
"WBGene00013139",2,2,1,2,2,0
"WBGene00001623",0,1,0,0,0,0
"WBGene00006940",11,8,8,5,0,6
"WBGene00013141",0,0,0,1,0,0
"WBGene00194906",0,1,0,0,0,0
"WBGene00013145",0,0,0,0,0,0
"WBGene00003100",0,0,0,1,6,2
"WBGene00013144",3,8,4,3,6,3
"WBGene00013143",0,6,3,2,2,3
"WBGene00003785",5,12,13,6,4,3
"WBGene00013146",0,0,0,0,0,0
"WBGene00014260",0,0,0,0,0,0
"WBGene00014261",1,0,0,0,1,0
"WBGene00000178",1,2,1,2,1,1
"WBGene00014262",2,9,2,9,7,7
"WBGene00011678",0,0,0,0,1,0
"WBGene00011677",0,0,0,0,0,1
"WBGene00219214",0,0,0,0,0,0
"WBGene00011676",0,0,0,1,0,0
"WBGene00011675",0,0,0,0,0,0
"WBGene00011671",0,0,0,0,0,0
"WBGene00011672",0,1,0,0,0,0
"WBGene00011673",0,0,0,0,0,0
"WBGene00000372",0,0,0,0,0,0
"WBGene00011674",0,0,0,0,0,0
"WBGene00013147",0,0,0,0,0,0
"WBGene00014158",0,0,0,14,7,10
"WBGene00271806",0,0,0,0,0,0
"WBGene00014160",0,0,0,0,0,0
"WBGene00014161",0,0,0,0,0,0
"WBGene00014159",0,0,0,0,0,0
"WBGene00270290",0,0,0,0,0,0
"WBGene00014163",2,1,0,1,0,0
"WBGene00014162",0,0,0,0,0,0
"WBGene00003863",0,0,0,0,0,0
"WBGene00202513",0,0,0,0,0,0
"WBGene00007469",0,0,0,0,0,0
"WBGene00007471",0,0,0,0,0,0
"WBGene00007470",0,0,0,0,0,0
"WBGene00007467",0,0,0,0,0,1
"WBGene00206395",0,0,0,0,0,0
"WBGene00007465",0,0,0,0,0,0
"WBGene00003862",0,0,0,0,0,0
"WBGene00007472",0,0,0,0,0,0
"WBGene00007473",0,0,1,0,0,0
"WBGene00007466",0,0,0,0,0,0
"WBGene00007462",0,0,0,0,0,0
"WBGene00007474",0,1,0,1,0,0
"WBGene00007464",1,1,3,1,1,1
"WBGene00007463",49,55,64,37,29,43
"WBGene00086566",0,0,1,1,0,1
"WBGene00009146",0,0,0,0,0,1
"WBGene00006744",0,1,0,0,0,0
"WBGene00009147",0,0,0,0,2,2
"WBGene00044159",0,0,0,2,1,3
"WBGene00086567",0,0,0,7,4,6
"WBGene00007328",0,0,0,0,0,0
"WBGene00007329",14,7,5,4,3,2
"WBGene00007331",8,11,13,2,0,2
"WBGene00007330",9,6,20,5,3,8
"WBGene00007334",0,1,0,1,1,1
"WBGene00007332",12,17,12,0,0,0
"WBGene00007333",16,16,18,3,8,6
"WBGene00011271",2,1,3,1,4,2
"WBGene00001207",0,0,0,1,1,0
"WBGene00011272",6,1,2,2,1,0
"WBGene00011273",25,27,27,24,23,28
"WBGene00011275",3,2,2,0,0,0
"WBGene00011274",4,0,0,3,1,2
"WBGene00011276",3,3,3,1,2,2
"WBGene00011277",0,0,0,5,4,6
"WBGene00014130",1,0,0,0,0,0
"WBGene00014131",0,0,0,0,0,0
"WBGene00002266",1,1,2,3,4,3
"WBGene00003773",1,2,3,4,10,9
"WBGene00014127",0,0,0,3,1,4
"WBGene00014128",0,0,0,0,0,0
"WBGene00014129",0,0,0,3,2,3
"WBGene00002265",19,7,15,20,30,26
"WBGene00009948",0,0,0,8,6,6
"WBGene00009947",0,2,1,1,3,1
"WBGene00009944",1,3,1,0,0,0
"WBGene00002497",0,1,1,0,0,0
"WBGene00009946",0,2,1,0,0,0
"WBGene00009945",0,0,0,1,1,0
"WBGene00303061",0,0,0,0,0,0
"WBGene00001447",0,0,0,0,0,0
"WBGene00007670",0,0,0,0,0,0
"WBGene00007669",0,0,0,0,0,0
"WBGene00000995",0,3,3,0,0,0
"WBGene00014164",1,3,2,2,5,4
"WBGene00003928",2,7,8,8,6,3
"WBGene00014165",9,6,9,5,6,9
"WBGene00014166",0,0,0,0,0,0
"WBGene00014168",0,0,0,2,0,3
"WBGene00014169",0,0,0,13,15,6
"WBGene00014170",0,0,0,1,0,0
"WBGene00003058",0,0,0,0,2,0
"WBGene00044035",0,0,1,1,0,0
"WBGene00044027",0,0,0,0,0,0
"WBGene00009194",1,0,0,0,0,0
"WBGene00206354",0,0,0,0,0,0
"WBGene00004017",0,0,0,0,0,0
"WBGene00009192",1,3,3,2,5,6
"WBGene00009193",0,0,0,4,4,11
"WBGene00003939",0,0,0,0,0,0
"WBGene00044028",0,0,0,1,0,0
"WBGene00000914",2,1,3,2,1,0
"WBGene00001686",3,1,5,5,0,2
"WBGene00009364",7,9,8,1,2,4
"WBGene00009365",13,10,7,2,0,1
"WBGene00005079",0,0,0,0,0,1
"WBGene00005080",0,0,0,0,0,0
"WBGene00000389",0,0,0,5,0,2
"WBGene00011041",0,0,0,0,0,0
"WBGene00005071",0,0,0,0,0,0
"WBGene00011038",11,14,15,2,0,0
"WBGene00011039",1,1,5,1,2,4
"WBGene00011040",3,1,0,0,1,0
"WBGene00011331",0,2,0,2,1,1
"WBGene00004334",2,0,2,0,0,0
"WBGene00004038",1,2,1,0,1,0
"WBGene00005352",0,0,0,0,0,0
"WBGene00011335",0,0,2,2,1,4
"WBGene00011336",0,0,0,1,1,3
"WBGene00003177",9,4,7,0,2,1
"WBGene00011334",4,5,3,1,2,2
"WBGene00011333",1,10,7,5,5,3
"WBGene00010015",5,7,7,4,6,3
"WBGene00010013",4,6,8,2,0,6
"WBGene00010014",0,0,0,1,1,0
"WBGene00175034",0,0,0,0,0,0
"WBGene00014175",0,0,0,0,0,1
"WBGene00014171",0,1,0,2,1,0
"WBGene00014172",2,4,5,2,3,2
"WBGene00007022",2,2,3,1,1,1
"WBGene00006918",3,11,9,7,10,7
"WBGene00001531",0,0,0,0,0,0
"WBGene00014174",0,0,0,2,1,1
"WBGene00001532",3,2,2,4,2,0
"WBGene00014173",3,2,2,4,2,0
"WBGene00010832",1,0,0,0,1,0
"WBGene00194935",0,0,0,0,0,0
"WBGene00010831",0,0,0,0,0,0
"WBGene00010830",0,0,0,0,0,0
"WBGene00007413",2,0,2,2,1,1
"WBGene00007420",0,0,0,0,0,0
"WBGene00007412",1,2,4,2,0,1
"WBGene00007419",1,0,1,0,0,0
"WBGene00007418",0,0,0,0,0,0
"WBGene00007414",0,0,0,2,2,1
"WBGene00007415",0,0,0,0,3,0
"WBGene00007416",0,0,0,0,0,0
"WBGene00007417",1,0,0,0,0,0
"WBGene00011661",0,1,1,1,0,3
"WBGene00011662",11,5,3,4,5,3
"WBGene00303079",0,0,0,1,1,0
"WBGene00001683",5,4,7,0,0,3
"WBGene00011663",0,1,0,0,0,0
"WBGene00011664",4,4,0,0,0,0
"WBGene00008484",0,0,0,0,0,0
"WBGene00008480",17,18,19,3,5,5
"WBGene00008481",0,0,0,0,0,0
"WBGene00008482",0,1,0,1,0,0
"WBGene00008483",0,0,0,0,0,0
"WBGene00014057",0,0,0,0,1,0
"WBGene00014058",1,3,5,3,5,4
"WBGene00003038",0,2,1,0,3,0
"WBGene00014060",0,1,1,0,0,0
"WBGene00014065",0,0,1,0,0,0
"WBGene00014061",0,0,1,0,0,0
"WBGene00014062",0,0,0,2,1,0
"WBGene00014064",0,0,0,0,0,0
"WBGene00006583",0,0,0,2,3,1
"WBGene00014063",0,0,0,0,0,0
"WBGene00014041",0,0,0,0,0,0
"WBGene00014042",0,0,0,0,0,0
"WBGene00014043",0,0,0,0,0,0
"WBGene00014044",0,0,0,0,0,1
"WBGene00014045",0,0,0,0,0,0
"WBGene00014046",0,0,0,4,1,1
"WBGene00014049",0,0,0,0,0,0
"WBGene00195145",0,0,0,0,0,0
"WBGene00014047",0,0,0,0,0,0
"WBGene00014048",0,0,0,3,2,1
"WBGene00194952",0,0,0,0,1,1
"WBGene00014050",0,0,0,0,0,0
"WBGene00004134",1,2,0,0,5,0
"WBGene00010318",0,0,0,0,0,0
"WBGene00010319",0,0,0,0,0,0
"WBGene00010320",1,0,0,0,3,0
"WBGene00010321",0,0,0,1,0,1
"WBGene00010322",0,0,0,0,0,0
"WBGene00003107",1,0,2,2,1,1
"WBGene00011302",5,7,3,4,3,1
"WBGene00011303",0,2,0,0,0,0
"WBGene00004185",3,2,3,0,2,0
"WBGene00011304",16,19,12,18,20,16
"WBGene00007352",55,56,46,20,23,29
"WBGene00007356",0,0,0,0,0,0
"WBGene00044235",0,0,0,0,0,0
"WBGene00007353",2,0,1,1,0,2
"WBGene00007354",0,0,0,5,6,7
"WBGene00007355",0,3,3,2,2,1
"WBGene00007555",2,2,4,0,2,1
"WBGene00000933",6,2,1,2,1,3
"WBGene00007564",2,4,4,2,5,2
"WBGene00007556",5,7,2,0,1,0
"WBGene00000796",6,5,8,3,2,1
"WBGene00000798",0,0,3,0,0,0
"WBGene00007557",0,2,0,0,2,0
"WBGene00007558",0,0,0,1,0,1
"WBGene00007559",0,0,0,3,0,1
"WBGene00007560",0,0,0,0,0,0
"WBGene00005713",0,0,0,0,0,0
"WBGene00006397",2,0,0,0,2,1
"WBGene00007561",4,3,1,0,1,1
"WBGene00007562",0,0,0,0,0,0
"WBGene00007563",0,0,0,4,2,0
"WBGene00010893",0,0,0,0,0,0
"WBGene00010899",0,1,0,1,0,0
"WBGene00010900",0,0,0,11,14,17
"WBGene00010895",0,0,0,0,1,0
"WBGene00010901",3,3,6,3,6,9
"WBGene00010898",0,0,0,0,0,0
"WBGene00010897",2,0,2,6,6,1
"WBGene00010896",14,16,13,8,2,7
"WBGene00004704",6,6,5,3,4,6
"WBGene00008433",0,0,0,2,0,1
"WBGene00271706",0,1,1,0,0,0
"WBGene00008434",0,0,0,1,0,1
"WBGene00004207",1,1,0,0,2,1
"WBGene00001522",1,0,0,1,0,0
"WBGene00001586",0,0,0,0,0,0
"WBGene00007488",53,93,72,50,88,54
"WBGene00000655",0,0,0,0,0,1
"WBGene00000616",1,1,1,1,0,1
"WBGene00000656",51,88,67,49,88,51
"WBGene00000251",0,0,0,0,0,0
"WBGene00007489",0,0,0,0,1,3
"WBGene00206538",0,0,0,0,0,0
"WBGene00007490",0,0,0,0,0,0
"WBGene00271803",0,0,0,0,0,0
"WBGene00008256",0,0,0,0,0,0
"WBGene00008257",0,0,0,0,0,0
"WBGene00003404",0,2,2,3,1,2
"WBGene00002297",11,7,7,13,6,6
"WBGene00000411",15,11,11,2,3,2
"WBGene00011072",0,0,0,0,2,2
"WBGene00011067",0,1,2,3,1,2
"WBGene00011068",1,1,1,1,1,2
"WBGene00003805",8,8,5,6,4,4
"WBGene00011069",0,0,0,0,0,0
"WBGene00269421",0,0,0,1,0,1
"WBGene00011070",1,0,0,0,0,0
"WBGene00011071",5,4,6,4,4,3
"WBGene00001153",7,4,3,6,8,11
"WBGene00023418",4,2,2,0,0,1
"WBGene00003367",9,6,4,4,1,7
"WBGene00014848",0,0,0,1,0,2
"WBGene00077658",4,1,1,0,0,1
"WBGene00010910",1,3,2,1,1,2
"WBGene00044924",1,1,0,0,1,0
"WBGene00010911",9,9,4,3,1,1
"WBGene00010912",6,8,5,8,4,3
"WBGene00000293",6,11,7,5,5,2
"WBGene00000880",4,1,2,4,2,6
"WBGene00010333",7,5,2,3,5,6
"WBGene00003882",4,3,6,1,1,0
"WBGene00009700",0,1,0,0,0,0
"WBGene00009701",8,10,4,1,1,1
"WBGene00009702",0,0,0,1,1,0
"WBGene00004222",0,3,0,1,2,3
"WBGene00005036",0,0,0,0,0,0
"WBGene00001626",0,0,0,0,0,0
"WBGene00005038",0,0,0,0,0,0
"WBGene00005037",0,0,0,0,0,0
"WBGene00194850",0,0,0,0,0,0
"WBGene00009704",0,0,0,0,1,1
"WBGene00009705",0,0,0,2,1,2
"WBGene00006530",3,5,3,4,6,5
"WBGene00012489",0,0,0,0,0,0
"WBGene00012490",0,0,0,0,0,0
"WBGene00010988",22,11,13,11,7,11
"WBGene00010989",0,0,0,0,0,0
"WBGene00219205",0,0,0,0,0,0
"WBGene00010990",9,5,6,3,3,3
"WBGene00010991",0,0,0,0,0,1
"WBGene00001753",0,4,1,5,3,1
"WBGene00003783",3,1,0,0,1,0
"WBGene00010992",0,0,0,2,3,1
"WBGene00004215",2,1,3,2,3,0
"WBGene00000657",14,29,25,7,26,10
"WBGene00004300",2,0,2,2,0,1
"WBGene00002957",5,6,11,1,7,4
"WBGene00009355",0,0,0,0,0,0
"WBGene00003756",0,0,0,0,3,2
"WBGene00009356",0,0,0,0,1,0
"WBGene00000472",14,21,14,26,27,27
"WBGene00000658",0,0,0,0,0,0
"WBGene00009352",4,6,2,0,1,0
"WBGene00009353",6,2,6,5,13,5
"WBGene00009354",0,0,0,0,1,0
"WBGene00009729",0,0,0,0,1,0
"WBGene00006788",0,0,1,2,4,2
"WBGene00004455",0,0,0,1,0,2
"WBGene00007504",3,0,2,0,1,0
"WBGene00004454",46,58,26,30,35,38
"WBGene00003831",14,11,17,18,16,22
"WBGene00043120",0,0,0,0,0,0
"WBGene00007499",4,3,3,1,1,3
"WBGene00007503",0,0,0,2,1,0
"WBGene00007500",11,13,3,2,1,3
"WBGene00007501",0,0,0,0,0,0
"WBGene00007502",0,0,0,1,0,0
"WBGene00003133",9,10,12,7,0,7
"WBGene00044160",0,0,0,0,0,0
"WBGene00004478",87,85,74,59,50,39
"WBGene00003076",2,1,5,0,2,0
"WBGene00009575",6,3,3,1,3,0
"WBGene00009576",0,1,0,0,0,0
"WBGene00044917",0,1,0,2,0,0
"WBGene00044916",4,8,1,6,1,0
"WBGene00009578",7,3,3,5,4,3
"WBGene00009577",0,2,0,5,3,2
"WBGene00009579",0,0,0,0,0,1
"WBGene00004096",1,0,0,3,2,0
"WBGene00004227",3,1,2,3,0,6
"WBGene00194955",0,0,0,0,0,0
"WBGene00009512",0,1,0,1,0,1
"WBGene00003046",0,0,0,0,0,0
"WBGene00009513",0,0,0,1,3,1
"WBGene00009514",3,5,5,6,11,7
"WBGene00011522",2,1,2,0,1,1
"WBGene00011524",0,0,0,1,0,1
"WBGene00011523",0,0,0,0,1,0
"WBGene00011526",3,3,3,3,1,1
"WBGene00011527",9,8,8,6,4,4
"WBGene00011528",4,1,1,1,2,1
"WBGene00004465",16,16,11,8,7,7
"WBGene00011529",9,6,7,9,11,2
"WBGene00011530",1,0,0,0,1,1
"WBGene00011465",0,0,0,0,0,0
"WBGene00011464",12,11,9,0,0,2
"WBGene00000851",0,0,0,0,0,0
"WBGene00006853",0,0,0,0,0,1
"WBGene00008164",1,2,2,1,1,1
"WBGene00008165",7,2,4,1,2,3
"WBGene00008166",7,11,8,2,1,2
"WBGene00006414",4,5,3,2,3,5
"WBGene00011994",6,4,2,4,0,2
"WBGene00011995",0,0,0,1,0,1
"WBGene00011999",0,0,0,0,0,0
"WBGene00011996",0,0,0,0,0,0
"WBGene00011997",0,0,0,0,4,1
"WBGene00007041",0,0,0,1,0,0
"WBGene00005016",0,0,0,0,0,2
"WBGene00007190",0,0,0,16,18,5
"WBGene00007191",0,0,1,0,0,0
"WBGene00007192",7,7,9,19,9,17
"WBGene00007193",2,1,0,2,1,2
"WBGene00007189",2,0,1,2,0,2
"WBGene00007194",0,4,0,0,1,0
"WBGene00000529",0,0,0,0,0,0
"WBGene00007891",0,0,0,0,0,0
"WBGene00007892",0,0,0,1,1,1
"WBGene00007893",0,0,0,0,0,0
"WBGene00006444",2,0,0,2,1,0
"WBGene00044029",0,0,0,0,0,0
"WBGene00007339",1,0,1,0,1,0
"WBGene00007340",0,0,0,0,0,0
"WBGene00014666",7,0,5,5,4,11
"WBGene00007341",0,0,1,0,0,0
"WBGene00007342",0,1,0,0,0,0
"WBGene00006915",17,16,18,26,14,16
"WBGene00012155",0,0,0,0,0,0
"WBGene00012156",7,9,4,4,2,0
"WBGene00012157",1,4,1,0,0,2
"WBGene00043534",0,0,0,0,0,0
"WBGene00012201",2,0,4,5,3,1
"WBGene00004699",6,12,7,2,12,4
"WBGene00004698",7,12,10,4,2,4
"WBGene00000196",3,3,3,1,0,2
"WBGene00012203",10,3,4,1,5,2
"WBGene00002227",1,0,0,0,2,0
"WBGene00044026",7,2,1,4,8,1
"WBGene00012204",4,3,1,3,2,0
"WBGene00012205",4,0,3,1,1,0
"WBGene00012206",5,3,4,1,2,1
"WBGene00195148",0,0,0,4,3,5
"WBGene00012207",0,0,0,17,15,9
"WBGene00006660",0,1,0,2,3,0
"WBGene00007142",2,2,1,4,2,1
"WBGene00007149",0,0,0,0,0,0
"WBGene00007143",12,8,10,10,19,25
"WBGene00003868",5,3,6,0,0,1
"WBGene00007144",2,4,6,1,0,1
"WBGene00195248",3,2,1,5,6,2
"WBGene00007145",5,1,5,7,5,1
"WBGene00219293",0,0,0,0,0,0
"WBGene00007146",0,0,0,0,0,0
"WBGene00005267",0,0,0,1,0,0
"WBGene00007148",0,0,0,0,0,0
"WBGene00000090",5,4,5,2,1,5
"WBGene00013388",0,0,0,1,1,4
"WBGene00007013",0,2,1,0,0,1
"WBGene00077453",2,2,0,2,0,1
"WBGene00013387",0,0,1,0,0,0
"WBGene00010055",33,42,37,26,15,28
"WBGene00010054",3,6,3,2,1,0
"WBGene00010053",5,5,7,2,3,2
"WBGene00001031",13,14,12,9,5,16
"WBGene00010052",4,7,5,4,3,5
"WBGene00271798",0,0,0,0,0,0
"WBGene00195146",0,0,0,0,0,0
"WBGene00010057",0,0,0,0,0,0
"WBGene00010051",0,4,6,1,0,0
"WBGene00219434",0,0,0,0,0,0
"WBGene00010050",7,5,5,9,9,13
"WBGene00010049",4,1,5,13,13,13
"WBGene00010048",3,1,1,0,0,0
"WBGene00003960",1,1,0,1,0,0
"WBGene00010056",8,10,11,6,2,6
"WBGene00008361",8,2,3,1,1,0
"WBGene00008545",1,0,0,0,0,0
"WBGene00008546",45,26,22,30,15,20
"WBGene00003791",5,5,2,2,2,3
"WBGene00008547",0,3,1,5,1,0
"WBGene00008548",2,0,1,0,0,2
"WBGene00008549",1,3,1,2,3,0
"WBGene00013923",0,0,0,1,1,1
"WBGene00013925",3,2,1,1,0,0
"WBGene00013924",15,13,14,10,9,9
"WBGene00004468",10,2,8,8,7,2
"WBGene00013926",0,0,0,3,4,4
"WBGene00007028",13,9,13,8,1,2
"WBGene00008136",6,9,2,3,6,5
"WBGene00008137",1,1,0,3,2,2
"WBGene00008138",0,0,0,0,0,0
"WBGene00008139",0,0,0,0,2,0
"WBGene00002184",20,19,12,12,8,8
"WBGene00006617",20,19,12,12,8,8
"WBGene00008140",10,13,9,13,4,9
"WBGene00012148",7,7,1,9,3,4
"WBGene00012149",9,5,7,17,12,14
